InvoiceNo,InvoiceRevenue,InvoiceQuantity
539933,529.59,333
537160,283.15,128
538843,152.1,45
548545,423.55,127
549154,311.6,88
544465,199.3,144
545082,421.6,228
546373,712.85,325
546658,501.25,331
543645,107.65,46
543754,530.15,139
547030,371.8,168
548498,301.6,246
543309,240.84,102
545229,54.3,18
542778,234.47,73
549736,173.01,102
550515,214.97,126
551966,364.47,222
550325,302.85,127
551956,277.97,110
556199,319.29,232
550316,314.45,219
553607,5176.12,4084
554119,53.8,16
549412,718.6,1284
557267,245.82,269
558461,185.85,104
561038,112.0,20
557735,313.08,100
557948,158.85,123
562701,480.6,224
560791,96.89,109
565248,112.86,72
566171,158.88,97
568152,769.29,455
566647,250.13,284
564904,383.4,191
566453,84.5,48
567190,484.52,226
563698,248.85,100
566014,355.08,205
567864,432.2,184
564373,341.1,90
569482,452.89,127
570011,495.2,316
572121,788.11,524
571561,917.34,378
570235,112.08,46
571238,250.52,72
574592,139.1,58
569419,520.54,202
574029,994.8,720
573483,305.36,184
574656,233.8,111
571558,346.08,220
569838,295.93,178
571628,131.4,44
575744,300.32,120
577804,189.87,92
579666,428.73,223
579505,444.87,407
575076,786.36,351
575059,151.28,114
580057,460.3,250
578060,976.0,3200
580607,202.62,156
538625,1101.77,836
539263,332.18,169
540288,785.65,165
536783,4076.48,2909
541126,281.88,312
540167,125.86,182
539754,69.29,20
541226,214.2,36
539305,320.15,225
536681,113.92,46
537233,353.0,148
547937,239.96,130
542728,304.44,236
547969,245.66,139
545054,397.92,288
545819,102.0,44
547223,491.19,556
543047,1866.3,586
544660,590.03,299
545184,249.57,133
543038,110.45,43
542717,121.17,71
549304,301.53,139
552694,859.1,262
550899,1009.69,489
552711,361.32,152
554202,182.26,107
550071,437.56,304
552256,327.85,95
555489,259.2,360
549557,108.42,71
552576,41.6,20
553679,710.14,259
549916,272.54,318
552958,463.2,152
560368,728.06,384
561902,3633.58,2567
562963,144.15,129
562466,251.26,200
563020,605.14,385
557676,600.03,314
559256,819.0,456
558772,156.91,69
564079,630.39,322
565386,269.17,189
566557,8281.12,4951
564653,191.1,234
565467,315.78,178
568536,291.24,266
564632,472.13,199
564563,301.92,258
568155,280.76,100
570886,3953.35,1941
572060,85.68,49
570293,331.96,295
572830,166.67,90
572860,308.6,400
574355,85.32,32
572763,229.64,164
571407,330.63,85
577020,365.29,193
575941,180.51,93
577838,289.52,156
575369,613.68,364
576219,3134.96,1600
578519,334.37,185
575003,418.29,161
575510,1549.12,1040
578818,136.04,74
580396,207.28,90
581149,454.48,256
580149,5.45,1
580509,361.35,212
544073,1784.71,935
543759,377.48,252
539317,271.77,178
536389,358.25,107
541262,287.11,158
537255,303.5,163
540268,1489.18,944
539322,126.9,77
540265,253.1,86
542646,320.0,142
548919,649.32,355
545060,392.84,268
543377,220.98,192
544944,292.4,96
550662,544.26,312
551868,1380.11,747
553576,636.1,382
553833,222.31,139
555839,25.5,30
550804,329.24,134
550126,129.5,74
552838,156.02,118
553484,298.6,162
554952,81.0,30
550122,1488.0,1176
549303,239.0,96
556216,300.55,99
561201,111.25,36
562791,367.46,355
559813,753.66,392
558900,107.7,77
560025,137.39,98
559798,100.32,192
559419,438.0,224
557290,6.95,16
560927,572.93,202
556574,1336.2,409
556533,249.94,206
564227,365.82,174
563209,440.54,250
565213,2242.32,1776
568944,244.56,212
567099,257.3,136
569147,808.26,390
568919,398.21,253
566049,309.79,175
566260,1070.48,1152
566847,261.15,136
564051,278.13,59
568318,300.88,600
565405,220.04,96
574690,671.69,577
569255,5164.66,1934
570424,156.61,72
574056,3949.66,2454
569385,1416.0,200
572229,1121.76,566
570019,239.57,96
571405,45.0,12
572912,129.61,31
571169,119.9,38
572194,155.37,208
569847,327.45,151
569373,162.64,200
575170,108.85,23
578470,237.74,102
577030,412.56,336
579150,605.4,340
574916,177.3,68
581396,404.1,90
581236,124.54,186
538417,106.75,51
537059,125.43,58
539039,1256.32,930
541843,1035.2,560
541709,441.15,233
539831,108.63,36
541120,864.22,548
541522,330.2,102
543019,21.6,4
544586,1100.25,477
546421,301.04,333
545039,344.05,145
545854,580.79,374
548979,382.82,222
545182,154.99,460
547243,245.62,159
546668,218.1,86
546755,702.8,175
548211,1807.04,1208
546035,229.8,76
547691,364.84,228
544308,347.1,130
545337,227.6,120
550821,73.5,23
554795,316.8,108
555312,285.7,152
552835,326.19,409
549667,744.41,477
552545,188.8,106
555016,792.5,258
559095,431.57,301
558888,653.68,283
561507,1214.81,704
559698,631.65,489
562372,754.8,216
562520,180.3,163
561112,124.44,34
568669,338.06,139
565855,324.96,308
566397,142.82,83
566980,683.28,176
568047,773.03,447
569014,300.02,302
566588,191.78,74
567525,109.56,36
568675,741.9,540
563548,234.0,51
567382,242.35,104
569019,402.24,428
569667,338.19,217
570843,236.31,159
571098,416.78,193
572047,339.1,161
572300,132.07,47
574059,87.97,62
574353,312.55,145
573311,265.71,179
572238,319.98,218
572766,1603.06,746
574349,659.8,268
570268,1978.22,908
575942,312.91,357
576062,993.38,918
576655,470.33,165
579286,147.15,50
578093,302.24,376
579268,300.16,368
576254,933.14,886
576901,207.99,119
581098,1396.96,572
581495,1203.9,276
581114,361.34,60
536508,155.52,216
538687,650.1,210
536945,294.01,152
541681,229.47,175
542419,96.95,65
538856,293.4,220
536977,108.78,60
537462,172.65,89
547444,247.6,125
548968,2118.74,1384
543807,121.25,61
545222,200.1,94
545000,234.15,85
549263,244.5,108
546523,52.2,36
552292,38.2,22
554090,117.93,72
555638,816.82,623
549730,217.14,159
555195,416.28,245
553348,754.81,711
554368,257.39,117
550164,301.42,338
553384,177.0,64
553160,85.36,50
562931,222.48,210
558260,310.0,286
559922,574.7,454
561430,360.54,358
560451,1527.0,762
561802,161.68,152
557949,437.75,293
557306,234.6,40
558467,170.42,44
562578,79.0,16
562125,111.35,30
563907,316.98,78
567851,358.02,272
567906,492.88,224
568568,462.45,666
568955,560.41,267
563730,588.0,442
564716,352.23,188
569241,1064.28,799
564480,318.92,240
566590,302.2,273
565450,323.16,172
565415,224.67,216
563510,760.8,213
564306,1142.88,352
565246,642.28,310
572655,656.63,285
573405,468.38,500
574673,420.42,584
569789,252.54,84
574720,473.9,290
570380,111.55,45
573272,366.12,252
569581,80.3,32
571898,85.8,78
574965,201.45,99
580103,548.91,306
577841,205.62,86
579675,327.51,146
579245,136.0,16
577217,243.61,205
578229,273.35,109
579493,344.62,220
574871,148.82,29
576395,61.2,12
580737,394.06,294
569735,30.0,2
536586,344.2,44
544914,314.36,229
545048,180.65,87
540998,289.5,194
541571,149.83,122
541680,1652.27,1059
538541,540.95,227
540148,364.8,510
541316,111.35,43
541520,238.5,113
538255,1156.05,379
541703,341.0,145
544823,900.02,382
547871,277.43,158
546108,381.21,334
546412,70.29,13
543113,458.9,211
549246,1072.2,820
547841,520.13,298
549548,281.01,164
556484,2108.7,2183
554520,468.01,137
555567,459.75,306
555646,320.2,232
555861,166.4,80
552291,406.1,183
552974,77.24,30
553227,150.4,28
551896,170.96,122
555581,159.22,58
562381,638.02,456
562913,241.92,220
560650,456.67,417
560833,176.31,60
558887,488.55,224
561647,3301.38,1764
562014,321.29,237
560603,300.65,173
565741,354.62,164
567126,264.31,142
568558,366.1,144
568952,810.51,507
566345,1250.71,812
566988,1045.28,330
565794,567.6,312
568324,152.76,128
571551,223.36,128
572326,2199.12,1416
573362,2176.45,1484
569686,283.6,162
573371,307.08,132
569853,319.2,176
569870,151.9,78
572674,129.77,31
572892,326.04,180
578006,388.68,267
578362,1082.14,551
575726,479.36,245
579100,345.44,352
578795,308.86,234
577324,303.01,379
575868,754.38,841
579854,271.75,129
576627,361.8,216
577132,184.26,30
575684,300.38,266
581034,396.0,234
580401,304.8,84
540459,479.1,186
541013,397.79,109
542108,133.5,42
541491,681.05,294
540183,1220.4,628
541524,594.7,240
540540,169.35,47
537057,274.67,129
544391,314.68,198
546440,535.02,256
547703,1140.76,512
545578,137.49,95
544931,1340.32,560
545233,72.12,100
543519,691.36,372
544687,212.52,134
543411,266.85,199
544109,112.45,90
556054,222.07,183
550714,478.2,320
555119,155.0,48
550514,320.58,192
553503,111.14,56
554392,211.5,68
555941,356.04,445
553381,207.66,100
553888,300.79,351
553712,540.36,208
551870,194.3,132
560264,417.38,156
556579,1109.53,520
559544,37.03,39
556820,364.15,139
559058,719.06,522
556914,276.79,177
559815,757.6,752
560417,147.18,108
562621,364.26,194
563500,423.84,416
568829,355.89,223
564740,195.48,105
567478,279.8,48
568586,309.48,172
566233,1005.54,773
567304,165.32,68
574301,372.7,136
570479,561.1,324
570598,2016.31,889
571184,826.83,288
571724,532.74,293
569474,198.74,218
570022,150.03,145
570254,215.83,99
574046,129.06,45
571733,312.89,259
570240,75.25,17
574643,309.14,224
577161,280.3,120
579091,809.12,576
575483,415.18,154
578488,476.82,278
574937,151.95,15
576014,268.72,148
576054,86.82,58
579685,311.97,205
578806,543.44,396
575486,826.04,580
575628,151.08,48
580650,353.78,458
580630,535.1,523
580154,67.0,9
541436,315.0,76
541853,224.75,53
546736,414.72,576
546729,233.75,99
539333,311.19,197
538369,269.83,108
537844,190.34,94
540851,102.95,43
538527,418.92,336
548988,346.5,86
545999,1195.95,699
546922,904.26,388
542623,382.5,150
544066,181.5,90
545057,299.14,140
547192,95.8,68
549970,121.8,23
550971,184.64,116
554671,314.7,142
556248,332.64,188
555858,254.31,192
552183,173.12,115
550803,224.5,120
549826,440.5,114
551185,330.0,40
552479,92.72,70
557292,300.1,366
558196,626.41,267
558700,295.38,267
561231,237.55,151
560453,1198.38,868
558731,796.83,540
560696,111.49,45
557616,221.56,108
557120,235.94,126
558315,1452.35,460
557406,242.65,132
558769,154.55,170
563444,687.08,243
564170,275.82,322
563288,1161.07,607
567156,168.05,85
564321,172.2,58
565250,171.5,66
563476,429.12,248
563590,13031.5,4878
568902,216.85,248
568990,316.46,271
567139,466.65,63
572340,967.68,1872
569359,14.85,3
574484,463.09,350
569488,433.01,459
570855,670.63,637
573006,265.84,112
574228,301.2,250
572021,386.43,157
573019,312.34,190
571017,411.78,276
572286,196.93,147
571215,653.5,179
579162,300.02,136
575968,341.8,92
576094,309.48,316
577050,738.67,798
577689,278.45,195
581579,903.62,476
580405,262.68,72
537796,405.16,248
547562,851.4,400
548267,180.38,58
540402,557.56,476
540003,368.8,140
545855,246.3,138
546850,648.53,911
548450,516.29,379
543164,168.45,157
548354,600.0,376
543978,424.16,475
544754,312.41,365
544094,377.32,250
547803,227.7,175
545826,318.24,301
544408,58.9,105
543913,151.68,61
556257,294.86,196
553915,587.21,283
554920,559.87,336
551258,1209.8,468
553463,927.45,471
555233,65.38,38
555533,435.25,183
549561,239.49,161
549579,225.61,127
556642,133.91,83
559424,630.05,421
560714,26.25,20
557798,910.98,812
561322,301.98,426
558568,363.78,257
562433,1016.04,621
557619,195.9,104
562570,375.1,301
561399,1049.38,543
567530,549.84,353
564724,264.73,260
567854,473.96,264
565406,170.9,132
563248,190.15,101
574683,331.93,154
569836,566.4,220
570216,141.75,96
572544,219.12,131
574534,2118.12,1005
572848,226.83,137
570511,186.8,100
577540,100.14,38
579427,231.18,67
574945,303.3,122
575610,568.21,361
577411,437.67,298
575915,1405.2,456
581583,124.6,76
581013,630.6,424
580400,246.16,86
538857,150.75,62
539142,164.6,107
541500,145.23,191
538064,111.75,78
539044,1516.95,535
536690,331.26,92
540907,1358.29,766
536528,274.93,113
537046,277.45,55
537231,308.8,112
541371,322.78,177
543277,735.9,237
546394,627.13,427
548898,158.87,61
545399,828.84,459
542612,165.9,82
544601,528.27,376
546223,462.28,288
543981,367.76,263
549104,703.54,517
547205,313.55,85
546160,3277.24,1844
544996,287.58,124
548199,287.04,222
547226,110.65,33
552278,199.11,98
553039,600.63,409
552239,367.52,172
555340,1071.4,514
551791,476.29,96
552972,224.54,85
556474,363.7,163
552264,243.72,204
553997,1118.4,473
549885,461.25,119
551150,159.1,30
549434,350.76,88
556435,151.2,74
550628,101.19,113
552046,370.77,187
560577,471.27,173
562130,275.88,137
556767,454.68,329
560041,654.97,178
557953,35.01,40
565325,312.64,140
566195,2608.11,1849
565725,537.9,542
564056,440.76,209
566554,921.4,360
567795,904.62,551
567302,197.55,114
568901,1248.78,893
569009,243.2,146
564322,2736.99,2335
565850,524.85,219
564821,221.46,73
566421,278.43,196
572279,176.7,52
573020,923.17,455
572380,416.7,322
569669,396.84,192
571636,176.6,172
570847,87.39,57
572459,646.02,221
575169,598.46,287
579098,192.2,109
578508,149.15,68
579094,882.68,300
575210,311.19,121
576581,570.98,286
578318,164.7,120
575389,97.63,101
581456,215.03,168
580619,215.35,470
561903,298.38,176
581144,230.7,275
537257,142.5,58
541250,30.24,72
538517,278.98,149
541489,554.95,347
538744,195.8,110
540554,240.45,81
540504,208.56,67
538591,310.8,296
543128,64.0,28
544907,462.95,165
545288,1390.06,1003
543183,46.7,8
549233,482.79,445
542735,417.54,205
551824,483.7,360
555744,247.44,288
555245,198.46,198
552643,155.35,56
552044,449.42,314
550169,238.1,111
557309,414.49,462
556723,3060.4,756
559704,471.43,266
562528,946.75,457
558335,254.18,174
560051,344.62,278
560448,576.0,352
559048,768.0,1920
562109,465.56,292
563954,1388.27,613
568153,487.2,272
564037,163.72,209
566746,259.04,140
565315,416.24,320
564565,812.02,572
563575,2209.04,2084
566245,451.97,198
565328,241.0,44
567910,222.6,173
571498,411.04,238
570501,650.6,276
572732,926.17,1932
572028,1073.37,491
573402,214.74,209
570191,171.93,212
573368,205.59,68
570409,313.18,160
569384,207.6,318
569659,363.18,218
577337,160.7,68
579868,328.32,406
578261,792.94,210
578013,111.91,113
579259,262.5,151
577365,366.17,219
581104,333.02,174
537620,97.8,54
542631,123.95,50
538199,182.25,110
541596,767.05,799
541595,101.06,50
538250,132.65,59
536617,1095.12,644
539630,751.0,244
537433,417.62,146
544457,333.6,160
546636,137.9,56
548984,561.29,357
544940,455.28,334
545589,333.2,178
547199,131.5,69
543021,295.06,174
544813,104.95,43
546089,200.85,347
547796,1407.86,731
546527,149.4,40
546734,705.6,336
545011,43.65,13
546556,309.02,122
549026,260.55,41
543459,201.86,216
550960,180.1,69
554009,434.6,303
549947,451.58,314
555157,287.45,63
550006,239.84,97
549298,314.6,192
562213,360.9,311
559807,497.57,234
558863,261.02,128
562850,2388.2,1324
558418,259.98,208
560710,26.02,10
565857,1464.58,942
564630,851.09,659
564750,462.75,215
563429,334.34,222
564324,1304.44,1460
569079,185.77,87
566962,110.93,44
564957,195.15,73
568785,110.84,80
567710,159.0,48
571278,114.88,100
573108,256.4,117
570829,336.4,324
575710,110.38,24
579176,280.46,121
576888,267.7,104
578140,7952.68,5760
574944,180.48,176
578358,2210.64,948
576191,213.61,105
580112,300.84,124
577517,353.81,155
578053,330.55,307
581142,150.61,72
580831,897.35,789
580189,237.6,48
581291,139.9,109
566172,322.4,224
536842,263.62,130
540642,1238.06,635
537603,373.49,213
539007,105.88,34
538048,181.0,52
539252,377.52,544
541370,287.1,156
536973,736.28,356
542733,120.52,28
543820,436.18,216
545530,2114.71,1345
544836,310.71,175
547730,349.51,220
546031,201.5,90
545544,294.33,459
548621,201.53,95
545994,305.1,191
543387,1306.28,1126
548257,2161.32,1104
549910,112.75,27
554560,424.0,116
550512,386.9,289
554637,206.46,110
550521,424.64,267
555112,314.47,201
558749,155.34,29
561884,139.98,82
560286,898.44,236
562851,90.4,92
560929,53.79,27
562136,168.0,126
563771,149.06,81
566597,446.31,160
565675,2184.59,601
569000,1045.48,1153
563205,335.11,260
568569,585.0,300
568685,308.76,612
568518,189.2,65
565668,378.75,291
563901,13.25,3
572681,551.89,389
574170,545.49,447
572771,262.57,139
571028,107.72,91
571235,423.42,198
570664,134.25,80
578248,437.12,306
575917,681.96,418
576061,228.91,154
579179,71.09,26
575337,185.44,133
576345,742.93,342
577055,599.16,228
579910,367.75,132
576597,1025.35,682
575181,312.0,150
580635,507.41,347
570036,459.79,351
574921,686.85,251
537755,411.44,198
541271,431.3,204
542373,1866.02,1223
542129,120.95,73
537618,2022.16,956
538190,127.9,56
539077,314.55,177
537023,122.15,64
538010,226.8,40
537854,154.8,120
546998,177.84,52
544893,596.24,566
546563,343.62,222
547134,153.83,43
544803,114.07,59
547689,154.85,53
548256,56.4,72
547726,465.84,216
546135,210.9,90
556408,124.15,97
551011,187.05,81
550350,837.97,358
551986,229.56,74
550504,274.45,145
554072,613.93,463
554363,293.25,121
549319,129.45,39
553487,562.88,341
559307,361.83,268
559981,603.54,246
559918,488.4,301
560979,310.36,372
562029,2327.0,1300
556903,144.26,45
558103,413.6,80
561197,346.3,114
559872,47.24,60
562781,335.28,280
562087,124.11,66
561904,304.56,252
558085,387.47,173
558053,312.85,119
557634,190.53,108
566281,1948.35,1437
566283,612.4,375
563589,2080.0,260
566447,637.92,348
566747,221.17,173
566778,74.56,65
566567,303.65,139
563208,39.84,24
567972,371.36,318
572650,298.46,223
574088,340.2,128
572092,230.5,281
570649,308.86,160
571706,206.6,152
572559,448.88,292
573265,304.49,109
573323,645.91,228
578119,72.0,32
579517,34.12,16
577235,314.85,148
577869,294.72,312
575978,471.6,138
577856,357.88,186
579464,179.7,104
578324,172.45,98
576064,123.08,69
579545,931.46,515
580403,763.72,143
580697,525.54,384
541793,345.24,212
538126,218.4,78
539419,348.2,136
538558,309.72,562
540180,107.89,56
541485,289.55,241
542241,271.56,135
537852,2671.27,1665
541290,103.56,132
542224,82.65,105
539213,150.06,170
537026,346.1,528
536628,230.56,86
536594,79.5,34
541976,127.7,38
546315,365.18,160
547785,878.02,323
546760,516.15,230
542931,184.95,125
545474,1120.53,363
546248,214.5,112
543832,416.11,267
545013,467.52,283
547060,135.44,116
555509,443.72,410
554483,593.25,231
551812,319.74,182
555076,374.87,275
553908,311.3,158
550766,234.25,109
554656,230.55,85
552294,193.35,121
554823,426.43,196
553131,212.4,172
551819,364.18,374
554013,814.95,519
551566,609.5,133
549284,365.4,36
551172,111.76,64
550802,307.46,120
560086,299.18,234
558613,756.36,394
562534,809.11,388
562776,174.65,35
556504,376.58,330
560305,235.35,149
563714,682.77,472
564436,451.92,169
564307,92.3,37
567944,357.45,96
563533,182.97,179
568875,160.7,35
566575,1658.9,1238
567344,92.28,132
564626,498.48,122
569998,422.8,227
572216,300.77,393
573992,615.14,498
573345,331.21,353
574560,307.78,214
569637,453.06,324
573922,102.72,56
575073,722.07,539
578927,421.27,185
577785,701.97,532
576928,145.95,107
576862,290.81,125
575734,292.58,64
577599,316.9,202
575068,249.7,170
579182,178.4,172
577857,221.64,336
575689,165.92,88
581436,442.9,278
539226,147.75,103
537384,122.7,56
537896,258.95,157
540020,109.3,34
536846,402.0,126
539471,241.66,145
537250,196.44,89
540365,479.25,180
540416,149.41,79
537041,155.64,52
537619,230.4,136
542586,626.6,340
544307,161.28,384
543658,425.05,339
542741,176.66,250
547924,369.01,257
544673,825.04,495
544945,847.38,508
547697,409.57,183
542503,622.62,465
543007,160.85,105
547936,56.05,23
544153,251.29,114
545065,412.55,217
545874,79.4,70
550624,109.04,68
550775,1052.56,515
550522,429.57,478
555344,1541.98,845
555393,759.85,446
555004,105.35,53
560422,300.18,162
562202,526.22,218
562205,310.33,113
558194,162.82,172
558778,471.22,360
562129,988.34,360
558995,311.82,213
561037,612.1,472
559336,113.96,116
559187,46.75,11
568186,158.04,61
563210,245.67,83
563706,429.43,345
566668,53.55,9
565249,115.31,78
569122,430.17,186
564039,511.96,350
568872,383.12,202
563031,137.5,81
567718,491.56,364
574700,1171.59,608
572911,565.46,288
572210,124.8,52
573873,192.53,104
572735,789.49,520
572677,164.08,220
571918,151.49,215
570591,302.65,115
569404,180.0,36
569688,59.52,22
574292,183.76,112
575203,42.96,24
576625,121.6,34
577754,2675.28,1524
578174,219.23,111
580055,637.6,360
580140,849.24,421
538306,202.5,30
541604,331.03,179
539338,2646.3,3714
540915,311.67,131
537375,358.82,223
538576,166.22,70
540649,404.12,317
539501,287.45,136
541669,331.76,172
541610,429.15,165
547651,381.52,193
543466,459.36,228
544311,175.04,91
543191,206.63,136
547887,453.98,258
544592,171.05,26
547876,254.0,38
548319,245.2,38
547519,320.0,1000
553211,439.75,383
549831,874.55,582
551733,313.62,146
556494,532.22,332
561654,356.89,255
557150,174.27,46
556681,121.52,108
561799,241.62,138
558484,679.88,250
562841,392.06,228
562652,714.33,365
559352,126.45,27
559459,454.28,270
568680,312.96,87
564860,308.69,221
566427,303.16,185
566520,161.19,61
564715,130.99,92
567170,567.31,335
564800,291.33,209
564089,291.4,140
564473,295.3,195
572049,414.21,161
570500,270.22,168
573075,178.75,55
573578,247.0,146
570209,371.33,102
570285,332.38,218
573867,568.6,346
574038,399.65,184
572091,650.67,173
576603,524.28,195
577806,82.0,26
579458,285.41,139
579470,1067.57,582
575391,87.78,90
578523,150.76,150
578858,758.3,790
575366,482.59,329
576557,160.19,229
579257,336.4,136
575621,131.14,52
578330,277.98,438
579121,91.06,69
581188,893.6,1016
581123,340.39,205
580988,178.7,102
581582,29.88,18
580384,331.28,229
553152,375.45,169
537773,363.02,138
538079,394.18,190
541947,301.53,208
538057,316.82,210
542393,545.22,388
540547,258.0,85
541010,195.13,89
536631,22.2,12
539456,177.95,35
542057,161.9,60
543668,133.0,24
546846,126.79,94
543641,186.34,90
544455,587.01,287
548648,1534.3,909
548900,174.46,141
542709,378.32,264
547890,223.9,100
547503,77.3,20
545583,317.25,125
546397,153.75,51
546158,298.5,122
545592,369.95,125
550332,226.84,129
556256,196.68,198
549847,362.26,505
551584,450.52,205
554906,670.61,369
553176,112.8,76
555577,557.85,241
553662,224.47,59
549523,32.65,7
554498,327.97,313
560397,364.14,204
562031,3213.19,1594
559507,98.06,55
560276,108.44,110
560038,875.28,300
557751,250.09,99
559137,5.2,8
560447,525.03,229
561783,199.96,317
561021,320.71,61
559700,1752.06,646
567472,270.54,108
569022,333.96,172
567907,336.16,150
566271,1228.83,866
568063,391.68,234
568228,524.61,503
563097,316.99,190
563181,161.4,62
567887,235.07,185
567707,480.04,268
568145,825.92,478
574844,222.26,89
569687,596.22,291
570088,237.86,95
570411,225.18,94
572076,578.94,418
570672,4279.71,2801
569413,27.0,20
573367,490.17,353
575760,469.63,247
576514,140.94,52
576214,59.64,17
575727,129.6,60
576668,363.2,96
575903,343.38,322
576577,180.7,98
581473,96.89,55
580288,129.17,57
581171,422.85,249
580964,445.27,215
576660,315.7,66
537381,511.56,372
538437,110.1,46
537818,1149.29,424
537133,186.88,68
542891,2489.11,1184
545514,222.65,257
546212,3500.5,2826
546915,359.73,197
545602,109.16,87
544302,166.6,77
543799,119.76,40
545683,529.88,232
543196,390.71,467
545431,374.0,128
547005,806.47,550
543288,182.85,99
543829,3376.08,1536
543911,889.24,496
547655,418.18,140
542634,494.64,232
549568,1456.42,1162
549901,258.35,221
550459,185.74,125
554929,366.87,313
555420,630.46,308
552266,282.85,117
554036,288.98,138
554861,716.73,342
555920,10999.52,2274
552326,309.19,109
551882,108.95,37
552548,137.9,22
559317,285.83,137
561804,417.94,308
558557,428.4,88
561295,1648.73,1057
562348,5162.74,3005
562256,399.6,109
561713,689.27,473
557793,231.23,153
559368,225.95,125
559342,611.22,327
557273,137.9,278
559878,367.5,101
565322,65.1,54
566921,52.22,66
563353,905.5,303
568044,522.49,187
567194,45.0,36
569369,541.03,329
569424,414.57,314
572653,562.04,467
572219,449.96,242
570791,232.69,170
572108,521.53,253
573355,291.28,56
570784,103.5,27
570030,427.6,342
570238,129.93,49
569899,225.24,136
571245,350.22,206
572274,660.5,158
573332,150.21,136
572738,82.56,120
576098,537.1,342
577008,133.02,134
575694,165.05,127
578285,81.06,31
580058,633.53,333
576540,107.7,36
579669,302.33,135
578804,102.3,114
580162,213.1,126
580985,4414.88,1160
536861,303.5,79
537409,406.16,247
538811,710.0,388
536769,668.4,375
540257,238.55,75
539984,289.85,108
537371,185.97,119
538378,346.9,131
541087,205.75,25
536840,155.35,148
541105,660.0,400
541864,2375.42,1174
537236,375.69,91
540984,148.35,39
544474,192.31,194
544484,1159.47,545
545072,549.26,346
543023,307.3,174
545290,209.05,113
547650,446.3,215
547862,190.5,121
546667,236.1,90
542543,309.05,123
545161,195.0,124
549918,267.96,184
550823,2210.05,1270
555125,313.71,165
555918,211.92,66
555829,392.4,202
553831,914.24,223
550939,385.69,211
553045,1351.45,743
549996,375.36,44
554988,119.71,145
561661,195.33,111
557221,233.53,170
560562,185.55,91
558964,449.81,363
560432,484.1,198
558441,145.48,68
560928,425.96,266
562888,335.15,249
557776,630.84,366
561617,323.38,166
560282,277.12,100
564972,1179.64,492
564643,301.92,180
566256,112.38,43
568726,183.53,68
563358,231.75,65
567186,387.4,197
568140,283.86,114
568225,399.15,100
569139,443.05,157
567552,540.8,277
568350,704.04,262
565862,349.35,109
564302,302.58,338
565667,174.86,102
572867,221.97,189
571046,431.21,496
572309,717.35,715
572215,731.69,489
572063,112.24,68
571697,448.92,272
572613,393.54,81
573171,169.48,160
571908,415.82,290
575612,1014.61,699
575854,1091.28,474
578040,199.48,117
578695,36.8,86
577336,228.99,91
578297,446.28,228
579144,485.96,342
581129,864.94,450
581166,265.68,116
580163,273.78,118
580291,538.46,410
572663,60.44,42
575931,509.23,331
537368,377.5,135
542240,249.0,48
538827,2594.76,2552
538896,302.78,270
539112,328.77,119
541244,236.84,70
541574,212.72,266
537435,221.5,82
540979,554.75,273
541615,149.42,132
540809,374.75,225
541857,514.5,126
536612,206.76,82
537030,246.3,142
546739,3018.34,2374
549261,580.58,284
548708,701.65,514
542595,421.1,174
542528,215.52,178
542620,343.55,204
545232,897.8,555
546100,342.58,202
546665,215.49,77
545708,142.28,76
555247,325.8,128
552410,118.49,31
552149,700.6,404
553575,427.97,144
553707,1026.27,469
553471,2462.26,330
556471,198.77,153
554038,294.72,128
555127,368.1,294
552955,483.4,90
553134,568.6,264
562680,237.71,178
558718,117.68,112
561694,375.0,246
562353,2317.0,1312
562370,1062.84,556
561698,492.28,226
560868,82.92,23
560839,121.54,23
562768,257.48,124
563933,548.12,250
565513,313.08,276
566292,520.9,390
565295,317.0,227
564371,308.2,134
563843,108.94,57
565202,227.85,123
564850,390.78,255
569530,111.68,287
572475,354.45,172
573999,981.95,639
570229,168.12,75
574707,2227.86,1296
569720,23.39,15
570793,879.01,85
571049,341.78,181
569263,4849.1,1702
570676,306.07,107
572909,316.78,108
570252,559.52,238
570211,120.01,66
573481,608.3,224
575117,222.47,166
577355,785.56,296
577218,143.14,242
576875,349.6,150
578293,886.86,364
578113,92.4,168
575642,486.75,177
579300,374.9,308
580297,3404.0,1744
580374,492.85,213
580393,149.81,95
581449,126.07,21
569679,223.5,150
537693,173.55,121
543332,205.1,110
539764,433.5,540
536841,393.42,174
537140,65.57,51
541430,2271.62,1216
541248,6.87,6
537671,328.45,145
544885,339.4,100
545657,877.31,593
549118,955.99,655
545634,308.18,264
548983,112.69,44
546261,137.84,70
546190,199.2,80
543592,263.8,106
545465,114.84,64
543024,345.02,188
544647,402.66,474
551658,481.64,307
553574,1373.46,1710
556181,410.87,120
551418,107.21,149
552295,247.77,130
555594,312.94,122
552824,508.63,312
552954,281.66,222
552276,282.48,292
549909,293.96,129
555395,94.68,72
549934,110.1,50
553050,344.15,161
554825,309.41,163
560186,113.06,27
561711,532.8,368
560692,106.75,52
557271,621.27,299
561876,149.02,63
560287,115.49,43
556889,111.37,75
564733,525.61,433
565542,497.61,307
568784,141.6,20
567294,345.0,192
566213,1732.93,959
566730,64.26,39
567804,227.0,120
563852,165.95,35
565424,300.04,92
566790,1643.2,678
563509,224.13,183
568895,336.82,194
563626,702.88,642
564965,1565.82,987
569629,641.57,307
574691,134.46,94
570214,182.19,349
570499,892.47,556
572838,72.13,53
570095,274.51,102
